gene_id	gene_symbol	ensg	hgnc_id	disease_term_id	disease_name	matching_hpo_terms	modes_of_inheritance	mode_of_inheritance_curies	classifications	evidence_sources	source_evidence	assertion_count
41715	SRP68	ENSG00000167881	HGNC:11302	MONDO:0957809	neutropenia, severe congenital, 10, autosomal recessive	[{'label': 'Decreased total neutrophil count', 'term_id': 'HP:0001875'}]	['Autosomal recessive']	['HP:0000007']	['Limited', 'Moderate']	['Ambry Genetics', 'PanelApp Australia']	[{'moi': 'Autosomal recessive', 'source': 'Ambry Genetics', 'moi_curie': 'HP:0000007', 'classification': 'Limited', 'classification_scheme': 'GenCC gene-disease validity classification'}, {'moi': 'Autosomal recessive', 'source': 'PanelApp Australia', 'moi_curie': 'HP:0000007', 'classification': 'Moderate', 'classification_scheme': 'GenCC gene-disease validity classification'}]	2
41974	STAT3	ENSG00000168610	HGNC:11364	MONDO:0014414	STAT3-related early-onset multisystem autoimmune disease	[{'label': 'Autoimmune neutropenia', 'term_id': 'HP:0001904'}]	['AD', 'Autosomal dominant']	['HP:0000006']	['Definitive', 'Strong']	['ClinGen', 'Genomics England PanelApp', 'Labcorp Genetics (formerly Invitae)', 'Orphanet', 'PanelApp Australia']	[{'source': 'Orphanet'}, {'moi': 'AD', 'source': 'ClinGen', 'classification': 'Definitive', 'classification_scheme': 'ClinGen Gene-Disease Validity'}, {'moi': 'Autosomal dominant', 'source': 'Genomics England PanelApp', 'moi_curie': 'HP:0000006', 'classification': 'Strong', 'classification_scheme': 'GenCC gene-disease validity classification'}, {'moi': 'Autosomal dominant', 'source': 'Labcorp Genetics (formerly Invitae)', 'moi_curie': 'HP:0000006', 'classification': 'Strong', 'classification_scheme': 'GenCC gene-disease validity classification'}, {'moi': 'Autosomal dominant', 'source': 'PanelApp Australia', 'moi_curie': 'HP:0000006', 'classification': 'Strong', 'classification_scheme': 'GenCC gene-disease validity classification'}]	5
41975	STAT4	ENSG00000138378	HGNC:11365	MONDO:0957497	disabling pansclerotic morphea of childhood	[{'label': 'Decreased total neutrophil count', 'term_id': 'HP:0001875'}]	['Autosomal dominant']	['HP:0000006']	['Limited', 'Strong']	['Ambry Genetics', 'PanelApp Australia']	[{'moi': 'Autosomal dominant', 'source': 'Ambry Genetics', 'moi_curie': 'HP:0000006', 'classification': 'Limited', 'classification_scheme': 'GenCC gene-disease validity classification'}, {'moi': 'Autosomal dominant', 'source': 'PanelApp Australia', 'moi_curie': 'HP:0000006', 'classification': 'Strong', 'classification_scheme': 'GenCC gene-disease validity classification'}]	2
42013	STK4	ENSG00000101109	HGNC:11408	MONDO:0013934	combined immunodeficiency due to STK4 deficiency	[{'label': 'Decreased total neutrophil count', 'term_id': 'HP:0001875'}]	['AR', 'Autosomal recessive']	['HP:0000007']	['Definitive', 'Strong']	['Ambry Genetics', 'ClinGen', 'Labcorp Genetics (formerly Invitae)', 'Orphanet', 'PanelApp Australia']	[{'source': 'Orphanet'}, {'moi': 'AR', 'source': 'ClinGen', 'classification': 'Definitive', 'classification_scheme': 'ClinGen Gene-Disease Validity'}, {'moi': 'Autosomal recessive', 'source': 'Ambry Genetics', 'moi_curie': 'HP:0000007', 'classification': 'Definitive', 'classification_scheme': 'GenCC gene-disease validity classification'}, {'moi': 'Autosomal recessive', 'source': 'Labcorp Genetics (formerly Invitae)', 'moi_curie': 'HP:0000007', 'classification': 'Strong', 'classification_scheme': 'GenCC gene-disease validity classification'}, {'moi': 'Autosomal recessive', 'source': 'PanelApp Australia', 'moi_curie': 'HP:0000007', 'classification': 'Strong', 'classification_scheme': 'GenCC gene-disease validity classification'}]	5
42108	STX11	ENSG00000135604	HGNC:11429	MONDO:0011336	familial hemophagocytic lymphohistiocytosis 4	[{'label': 'Decreased total neutrophil count', 'term_id': 'HP:0001875'}]	['AR', 'Autosomal recessive']	['HP:0000007']	['Definitive', 'Strong']	['ClinGen', 'Labcorp Genetics (formerly Invitae)', 'PanelApp Australia']	[{'moi': 'AR', 'source': 'ClinGen', 'classification': 'Definitive', 'classification_scheme': 'ClinGen Gene-Disease Validity'}, {'moi': 'Autosomal recessive', 'source': 'Labcorp Genetics (formerly Invitae)', 'moi_curie': 'HP:0000007', 'classification': 'Strong', 'classification_scheme': 'GenCC gene-disease validity classification'}, {'moi': 'Autosomal recessive', 'source': 'PanelApp Australia', 'moi_curie': 'HP:0000007', 'classification': 'Strong', 'classification_scheme': 'GenCC gene-disease validity classification'}]	3
42462	TAFAZZIN	ENSG00000102125	HGNC:11577	MONDO:0010543	Barth syndrome	[{'label': 'Cyclically decreased total neutrophil count', 'term_id': 'HP:0040289'}, {'label': 'Decreased total neutrophil count', 'term_id': 'HP:0001875'}]	['XL', 'X-linked']	['HP:0001417']	['Definitive', 'Strong']	['ClinGen', 'G2P', 'Labcorp Genetics (formerly Invitae)', 'Orphanet', 'PanelApp Australia']	[{'source': 'Orphanet'}, {'moi': 'XL', 'source': 'ClinGen', 'classification': 'Definitive', 'classification_scheme': 'ClinGen Gene-Disease Validity'}, {'moi': 'X-linked', 'source': 'G2P', 'moi_curie': 'HP:0001417', 'classification': 'Definitive', 'classification_scheme': 'GenCC gene-disease validity classification'}, {'moi': 'X-linked', 'source': 'Labcorp Genetics (formerly Invitae)', 'moi_curie': 'HP:0001417', 'classification': 'Strong', 'classification_scheme': 'GenCC gene-disease validity classification'}, {'moi': 'X-linked', 'source': 'PanelApp Australia', 'moi_curie': 'HP:0001417', 'classification': 'Strong', 'classification_scheme': 'GenCC gene-disease validity classification'}]	5
42746	TCN2	ENSG00000185339	HGNC:11653	MONDO:0010149	transcobalamin II deficiency	[{'label': 'Decreased total neutrophil count', 'term_id': 'HP:0001875'}]	['AR', 'Autosomal recessive']	['HP:0000007']	['Definitive', 'Strong']	['Ambry Genetics', 'ClinGen', 'G2P', 'Labcorp Genetics (formerly Invitae)', 'Orphanet', 'PanelApp Australia']	[{'source': 'Orphanet'}, {'moi': 'AR', 'source': 'ClinGen', 'classification': 'Definitive', 'classification_scheme': 'ClinGen Gene-Disease Validity'}, {'moi': 'Autosomal recessive', 'source': 'Ambry Genetics', 'moi_curie': 'HP:0000007', 'classification': 'Definitive', 'classification_scheme': 'GenCC gene-disease validity classification'}, {'moi': 'Autosomal recessive', 'source': 'G2P', 'moi_curie': 'HP:0000007', 'classification': 'Definitive', 'classification_scheme': 'GenCC gene-disease validity classification'}, {'moi': 'Autosomal recessive', 'source': 'Labcorp Genetics (formerly Invitae)', 'moi_curie': 'HP:0000007', 'classification': 'Strong', 'classification_scheme': 'GenCC gene-disease validity classification'}, {'moi': 'Autosomal recessive', 'source': 'PanelApp Australia', 'moi_curie': 'HP:0000007', 'classification': 'Strong', 'classification_scheme': 'GenCC gene-disease validity classification'}]	6
42771	TDP2	ENSG00000111802	HGNC:17768	MONDO:0014846	spinocerebellar ataxia, autosomal recessive 23	[{'label': 'Decreased total neutrophil count', 'term_id': 'HP:0001875'}]	['Autosomal recessive']	['HP:0000007']	['Definitive', 'Moderate', 'Strong']	['Ambry Genetics', 'ClinGen', 'G2P', 'Labcorp Genetics (formerly Invitae)', 'Orphanet', 'PanelApp Australia']	[{'source': 'Orphanet'}, {'moi': 'Autosomal recessive', 'source': 'Ambry Genetics', 'moi_curie': 'HP:0000007', 'classification': 'Strong', 'classification_scheme': 'GenCC gene-disease validity classification'}, {'moi': 'Autosomal recessive', 'source': 'ClinGen', 'moi_curie': 'HP:0000007', 'classification': 'Definitive', 'classification_scheme': 'GenCC gene-disease validity classification'}, {'moi': 'Autosomal recessive', 'source': 'G2P', 'moi_curie': 'HP:0000007', 'classification': 'Moderate', 'classification_scheme': 'GenCC gene-disease validity classification'}, {'moi': 'Autosomal recessive', 'source': 'Labcorp Genetics (formerly Invitae)', 'moi_curie': 'HP:0000007', 'classification': 'Strong', 'classification_scheme': 'GenCC gene-disease validity classification'}, {'moi': 'Autosomal recessive', 'source': 'PanelApp Australia', 'moi_curie': 'HP:0000007', 'classification': 'Strong', 'classification_scheme': 'GenCC gene-disease validity classification'}]	6
42862	TERT	ENSG00000164362	HGNC:11730	MONDO:0013521	dyskeratosis congenita, autosomal dominant 2	[{'label': 'Decreased total neutrophil count', 'term_id': 'HP:0001875'}]	['Autosomal dominant', 'Autosomal recessive', 'SD', 'Semidominant', 'Unknown']	['HP:0000005', 'HP:0000006', 'HP:0000007', 'HP:0032113']	['Definitive', 'Moderate', 'Strong']	['Ambry Genetics', 'ClinGen', 'G2P', 'Genomics England PanelApp', 'Labcorp Genetics (formerly Invitae)', 'Laboratory for Molecular Medicine', 'PanelApp Australia']	[{'moi': 'SD', 'source': 'ClinGen', 'classification': 'Definitive', 'classification_scheme': 'ClinGen Gene-Disease Validity'}, {'moi': 'Autosomal dominant', 'source': 'G2P', 'moi_curie': 'HP:0000006', 'classification': 'Strong', 'classification_scheme': 'GenCC gene-disease validity classification'}, {'moi': 'Autosomal dominant', 'source': 'Genomics England PanelApp', 'moi_curie': 'HP:0000006', 'classification': 'Moderate', 'classification_scheme': 'GenCC gene-disease validity classification'}, {'moi': 'Autosomal dominant', 'source': 'Labcorp Genetics (formerly Invitae)', 'moi_curie': 'HP:0000006', 'classification': 'Strong', 'classification_scheme': 'GenCC gene-disease validity classification'}, {'moi': 'Autosomal recessive', 'source': 'Ambry Genetics', 'moi_curie': 'HP:0000007', 'classification': 'Definitive', 'classification_scheme': 'GenCC gene-disease validity classification'}, {'moi': 'Autosomal recessive', 'source': 'G2P', 'moi_curie': 'HP:0000007', 'classification': 'Strong', 'classification_scheme': 'GenCC gene-disease validity classification'}, {'moi': 'Autosomal recessive', 'source': 'Genomics England PanelApp', 'moi_curie': 'HP:0000007', 'classification': 'Moderate', 'classification_scheme': 'GenCC gene-disease validity classification'}, {'moi': 'Autosomal recessive', 'source': 'Labcorp Genetics (formerly Invitae)', 'moi_curie': 'HP:0000007', 'classification': 'Strong', 'classification_scheme': 'GenCC gene-disease validity classification'}, {'moi': 'Semidominant', 'source': 'Ambry Genetics', 'moi_curie': 'HP:0032113', 'classification': 'Definitive', 'classification_scheme': 'GenCC gene-disease validity classification'}, {'moi': 'Semidominant', 'source': 'PanelApp Australia', 'moi_curie': 'HP:0032113', 'classification': 'Strong', 'classification_scheme': 'GenCC gene-disease validity classification'}, {'moi': 'Unknown', 'source': 'Laboratory for Molecular Medicine', 'moi_curie': 'HP:0000005', 'classification': 'Definitive', 'classification_scheme': 'GenCC gene-disease validity classification'}]	11
42963	TFR2	ENSG00000106327	HGNC:11762	MONDO:0011417	hemochromatosis type 3	[{'label': 'Decreased total neutrophil count', 'term_id': 'HP:0001875'}]	['AR', 'Autosomal recessive']	['HP:0000007']	['Definitive', 'Strong']	['Ambry Genetics', 'ClinGen', 'G2P', 'Genomics England PanelApp', 'Labcorp Genetics (formerly Invitae)', 'Natera', 'Orphanet', 'PanelApp Australia']	[{'source': 'Orphanet'}, {'moi': 'AR', 'source': 'ClinGen', 'classification': 'Definitive', 'classification_scheme': 'ClinGen Gene-Disease Validity'}, {'moi': 'Autosomal recessive', 'source': 'Ambry Genetics', 'moi_curie': 'HP:0000007', 'classification': 'Definitive', 'classification_scheme': 'GenCC gene-disease validity classification'}, {'moi': 'Autosomal recessive', 'source': 'G2P', 'moi_curie': 'HP:0000007', 'classification': 'Definitive', 'classification_scheme': 'GenCC gene-disease validity classification'}, {'moi': 'Autosomal recessive', 'source': 'Genomics England PanelApp', 'moi_curie': 'HP:0000007', 'classification': 'Strong', 'classification_scheme': 'GenCC gene-disease validity classification'}, {'moi': 'Autosomal recessive', 'source': 'Labcorp Genetics (formerly Invitae)', 'moi_curie': 'HP:0000007', 'classification': 'Strong', 'classification_scheme': 'GenCC gene-disease validity classification'}, {'moi': 'Autosomal recessive', 'source': 'Natera', 'moi_curie': 'HP:0000007', 'classification': 'Definitive', 'classification_scheme': 'GenCC gene-disease validity classification'}, {'moi': 'Autosomal recessive', 'source': 'PanelApp Australia', 'moi_curie': 'HP:0000007', 'classification': 'Strong', 'classification_scheme': 'GenCC gene-disease validity classification'}]	8
42964	TFRC	ENSG00000072274	HGNC:11763	MONDO:0014760	TFRC-related combined immunodeficiency	[{'label': 'Decreased total neutrophil count', 'term_id': 'HP:0001875'}]	['AR', 'Autosomal recessive', 'Unknown']	['HP:0000005', 'HP:0000007']	['Definitive', 'Limited', 'Moderate']	['ClinGen', 'G2P', 'Labcorp Genetics (formerly Invitae)', 'Orphanet', 'PanelApp Australia']	[{'source': 'Orphanet'}, {'moi': 'AR', 'source': 'ClinGen', 'classification': 'Definitive', 'classification_scheme': 'ClinGen Gene-Disease Validity'}, {'moi': 'Autosomal recessive', 'source': 'G2P', 'moi_curie': 'HP:0000007', 'classification': 'Limited', 'classification_scheme': 'GenCC gene-disease validity classification'}, {'moi': 'Autosomal recessive', 'source': 'PanelApp Australia', 'moi_curie': 'HP:0000007', 'classification': 'Moderate', 'classification_scheme': 'GenCC gene-disease validity classification'}, {'moi': 'Unknown', 'source': 'Labcorp Genetics (formerly Invitae)', 'moi_curie': 'HP:0000005', 'classification': 'Limited', 'classification_scheme': 'GenCC gene-disease validity classification'}]	5
43162	TINF2	ENSG00000092330	HGNC:11824	MONDO:0013522	dyskeratosis congenita, autosomal dominant 3	[{'label': 'Decreased total neutrophil count', 'term_id': 'HP:0001875'}]	['AD', 'Autosomal dominant']	['HP:0000006']	['Definitive', 'Strong']	['Ambry Genetics', 'ClinGen', 'G2P', 'Labcorp Genetics (formerly Invitae)', 'PanelApp Australia']	[{'moi': 'AD', 'source': 'ClinGen', 'classification': 'Definitive', 'classification_scheme': 'ClinGen Gene-Disease Validity'}, {'moi': 'Autosomal dominant', 'source': 'Ambry Genetics', 'moi_curie': 'HP:0000006', 'classification': 'Strong', 'classification_scheme': 'GenCC gene-disease validity classification'}, {'moi': 'Autosomal dominant', 'source': 'G2P', 'moi_curie': 'HP:0000006', 'classification': 'Definitive', 'classification_scheme': 'GenCC gene-disease validity classification'}, {'moi': 'Autosomal dominant', 'source': 'Labcorp Genetics (formerly Invitae)', 'moi_curie': 'HP:0000006', 'classification': 'Strong', 'classification_scheme': 'GenCC gene-disease validity classification'}, {'moi': 'Autosomal dominant', 'source': 'PanelApp Australia', 'moi_curie': 'HP:0000006', 'classification': 'Strong', 'classification_scheme': 'GenCC gene-disease validity classification'}]	5
43162	TINF2	ENSG00000092330	HGNC:11824	MONDO:0009990	Revesz syndrome	[{'label': 'Decreased total neutrophil count', 'term_id': 'HP:0001875'}]	['Autosomal dominant']	['HP:0000006']	['Definitive', 'Strong']	['G2P', 'Orphanet', 'PanelApp Australia']	[{'source': 'Orphanet'}, {'moi': 'Autosomal dominant', 'source': 'G2P', 'moi_curie': 'HP:0000006', 'classification': 'Definitive', 'classification_scheme': 'GenCC gene-disease validity classification'}, {'moi': 'Autosomal dominant', 'source': 'PanelApp Australia', 'moi_curie': 'HP:0000006', 'classification': 'Strong', 'classification_scheme': 'GenCC gene-disease validity classification'}]	3
43217	TLR8	ENSG00000101916	HGNC:15632	MONDO:0024777	immunodeficiency 98 with autoinflammation, X-linked	[{'label': 'Decreased total neutrophil count', 'term_id': 'HP:0001875'}]	['Unknown', 'X-linked']	['HP:0000005', 'HP:0001417']	['Limited', 'Strong']	['Labcorp Genetics (formerly Invitae)', 'Orphanet', 'PanelApp Australia']	[{'source': 'Orphanet'}, {'moi': 'Unknown', 'source': 'Labcorp Genetics (formerly Invitae)', 'moi_curie': 'HP:0000005', 'classification': 'Limited', 'classification_scheme': 'GenCC gene-disease validity classification'}, {'moi': 'X-linked', 'source': 'PanelApp Australia', 'moi_curie': 'HP:0001417', 'classification': 'Strong', 'classification_scheme': 'GenCC gene-disease validity classification'}]	3
43835	TONSL	ENSG00000160949	HGNC:7801	MONDO:0010068	spondyloepimetaphyseal dysplasia, sponastrime type	[{'label': 'Decreased total neutrophil count', 'term_id': 'HP:0001875'}]	['Autosomal recessive']	['HP:0000007']	['Definitive', 'Strong']	['Ambry Genetics', 'G2P', 'Orphanet', 'PanelApp Australia']	[{'source': 'Orphanet'}, {'moi': 'Autosomal recessive', 'source': 'Ambry Genetics', 'moi_curie': 'HP:0000007', 'classification': 'Definitive', 'classification_scheme': 'GenCC gene-disease validity classification'}, {'moi': 'Autosomal recessive', 'source': 'G2P', 'moi_curie': 'HP:0000007', 'classification': 'Strong', 'classification_scheme': 'GenCC gene-disease validity classification'}, {'moi': 'Autosomal recessive', 'source': 'PanelApp Australia', 'moi_curie': 'HP:0000007', 'classification': 'Strong', 'classification_scheme': 'GenCC gene-disease validity classification'}]	4
43936	TPP2	ENSG00000134900	HGNC:12016	MONDO:0030971	immunodeficiency 78 with autoimmunity and developmental delay	[{'label': 'Autoimmune neutropenia', 'term_id': 'HP:0001904'}]	['AR', 'Autosomal recessive']	['HP:0000007']	['Definitive', 'Moderate', 'Strong']	['Ambry Genetics', 'ClinGen', 'G2P', 'Labcorp Genetics (formerly Invitae)', 'PanelApp Australia']	[{'moi': 'AR', 'source': 'ClinGen', 'classification': 'Definitive', 'classification_scheme': 'ClinGen Gene-Disease Validity'}, {'moi': 'Autosomal recessive', 'source': 'Ambry Genetics', 'moi_curie': 'HP:0000007', 'classification': 'Moderate', 'classification_scheme': 'GenCC gene-disease validity classification'}, {'moi': 'Autosomal recessive', 'source': 'G2P', 'moi_curie': 'HP:0000007', 'classification': 'Definitive', 'classification_scheme': 'GenCC gene-disease validity classification'}, {'moi': 'Autosomal recessive', 'source': 'Labcorp Genetics (formerly Invitae)', 'moi_curie': 'HP:0000007', 'classification': 'Strong', 'classification_scheme': 'GenCC gene-disease validity classification'}, {'moi': 'Autosomal recessive', 'source': 'PanelApp Australia', 'moi_curie': 'HP:0000007', 'classification': 'Strong', 'classification_scheme': 'GenCC gene-disease validity classification'}]	5
44053	TRAC	ENSG00000277734	HGNC:12029	MONDO:0014160	TCR-alpha-beta-positive T-cell deficiency	[{'label': 'Decreased total neutrophil count', 'term_id': 'HP:0001875'}]	['AR', 'Autosomal recessive', 'Unknown']	['HP:0000005', 'HP:0000007']	['Limited', 'Moderate']	['ClinGen', 'Labcorp Genetics (formerly Invitae)', 'Orphanet', 'PanelApp Australia']	[{'source': 'Orphanet'}, {'moi': 'AR', 'source': 'ClinGen', 'classification': 'Moderate', 'classification_scheme': 'ClinGen Gene-Disease Validity'}, {'moi': 'Autosomal recessive', 'source': 'PanelApp Australia', 'moi_curie': 'HP:0000007', 'classification': 'Moderate', 'classification_scheme': 'GenCC gene-disease validity classification'}, {'moi': 'Unknown', 'source': 'Labcorp Genetics (formerly Invitae)', 'moi_curie': 'HP:0000005', 'classification': 'Limited', 'classification_scheme': 'GenCC gene-disease validity classification'}]	4
46040	USB1	ENSG00000103005	HGNC:25792	MONDO:0011405	poikiloderma with neutropenia	[{'label': 'Decreased total neutrophil count', 'term_id': 'HP:0001875'}]	['Autosomal recessive']	['HP:0000007']	['Definitive', 'Strong']	['G2P', 'Labcorp Genetics (formerly Invitae)', 'Orphanet', 'PanelApp Australia']	[{'source': 'Orphanet'}, {'moi': 'Autosomal recessive', 'source': 'G2P', 'moi_curie': 'HP:0000007', 'classification': 'Definitive', 'classification_scheme': 'GenCC gene-disease validity classification'}, {'moi': 'Autosomal recessive', 'source': 'Labcorp Genetics (formerly Invitae)', 'moi_curie': 'HP:0000007', 'classification': 'Strong', 'classification_scheme': 'GenCC gene-disease validity classification'}, {'moi': 'Autosomal recessive', 'source': 'PanelApp Australia', 'moi_curie': 'HP:0000007', 'classification': 'Strong', 'classification_scheme': 'GenCC gene-disease validity classification'}]	4
46500	VPS13B	ENSG00000132549	HGNC:2183	MONDO:0008999	Cohen syndrome	[{'label': 'Decreased total neutrophil count', 'term_id': 'HP:0001875'}]	['AR', 'Autosomal recessive']	['HP:0000007']	['Definitive', 'Strong']	"['ClinGen', 'G2P', 'Genomics England PanelApp', 'Labcorp Genetics (formerly Invitae)', 'Laboratory for Molecular Medicine', ""Myriad Women's Health"", 'Natera', 'Orphanet', 'PanelApp Australia']"	"[{'source': 'Orphanet'}, {'moi': 'AR', 'source': 'ClinGen', 'classification': 'Definitive', 'classification_scheme': 'ClinGen Gene-Disease Validity'}, {'moi': 'Autosomal recessive', 'source': 'G2P', 'moi_curie': 'HP:0000007', 'classification': 'Definitive', 'classification_scheme': 'GenCC gene-disease validity classification'}, {'moi': 'Autosomal recessive', 'source': 'Genomics England PanelApp', 'moi_curie': 'HP:0000007', 'classification': 'Strong', 'classification_scheme': 'GenCC gene-disease validity classification'}, {'moi': 'Autosomal recessive', 'source': 'Labcorp Genetics (formerly Invitae)', 'moi_curie': 'HP:0000007', 'classification': 'Strong', 'classification_scheme': 'GenCC gene-disease validity classification'}, {'moi': 'Autosomal recessive', 'source': 'Laboratory for Molecular Medicine', 'moi_curie': 'HP:0000007', 'classification': 'Definitive', 'classification_scheme': 'GenCC gene-disease validity classification'}, {'moi': 'Autosomal recessive', 'source': ""Myriad Women's Health"", 'moi_curie': 'HP:0000007', 'classification': 'Definitive', 'classification_scheme': 'GenCC gene-disease validity classification'}, {'moi': 'Autosomal recessive', 'source': 'Natera', 'moi_curie': 'HP:0000007', 'classification': 'Definitive', 'classification_scheme': 'GenCC gene-disease validity classification'}, {'moi': 'Autosomal recessive', 'source': 'PanelApp Australia', 'moi_curie': 'HP:0000007', 'classification': 'Strong', 'classification_scheme': 'GenCC gene-disease validity classification'}]"	9
46517	VPS33A	ENSG00000139719	HGNC:18179	MONDO:0015012	mucopolysaccharidosis-plus syndrome	[{'label': 'Decreased total neutrophil count', 'term_id': 'HP:0001875'}]	['AR', 'Autosomal recessive']	['HP:0000007']	['Limited', 'Moderate', 'Strong']	['Ambry Genetics', 'ClinGen', 'Genomics England PanelApp', 'Labcorp Genetics (formerly Invitae)', 'Orphanet', 'PanelApp Australia']	[{'source': 'Orphanet'}, {'moi': 'AR', 'source': 'ClinGen', 'classification': 'Moderate', 'classification_scheme': 'ClinGen Gene-Disease Validity'}, {'moi': 'Autosomal recessive', 'source': 'Ambry Genetics', 'moi_curie': 'HP:0000007', 'classification': 'Limited', 'classification_scheme': 'GenCC gene-disease validity classification'}, {'moi': 'Autosomal recessive', 'source': 'Genomics England PanelApp', 'moi_curie': 'HP:0000007', 'classification': 'Moderate', 'classification_scheme': 'GenCC gene-disease validity classification'}, {'moi': 'Autosomal recessive', 'source': 'Labcorp Genetics (formerly Invitae)', 'moi_curie': 'HP:0000007', 'classification': 'Strong', 'classification_scheme': 'GenCC gene-disease validity classification'}, {'moi': 'Autosomal recessive', 'source': 'PanelApp Australia', 'moi_curie': 'HP:0000007', 'classification': 'Strong', 'classification_scheme': 'GenCC gene-disease validity classification'}]	6
46531	VPS45	ENSG00000136631	HGNC:14579	MONDO:0014118	congenital neutropenia-myelofibrosis-nephromegaly syndrome	[{'label': 'Decreased total neutrophil count', 'term_id': 'HP:0001875'}]	['Autosomal recessive']	['HP:0000007']	['Moderate', 'Strong']	['Labcorp Genetics (formerly Invitae)', 'Natera', 'Orphanet', 'PanelApp Australia']	[{'source': 'Orphanet'}, {'moi': 'Autosomal recessive', 'source': 'Labcorp Genetics (formerly Invitae)', 'moi_curie': 'HP:0000007', 'classification': 'Strong', 'classification_scheme': 'GenCC gene-disease validity classification'}, {'moi': 'Autosomal recessive', 'source': 'Natera', 'moi_curie': 'HP:0000007', 'classification': 'Moderate', 'classification_scheme': 'GenCC gene-disease validity classification'}, {'moi': 'Autosomal recessive', 'source': 'PanelApp Australia', 'moi_curie': 'HP:0000007', 'classification': 'Strong', 'classification_scheme': 'GenCC gene-disease validity classification'}]	4
46634	WAS	ENSG00000015285	HGNC:12731	MONDO:0010294	X-linked severe congenital neutropenia	[{'label': 'Decreased total neutrophil count', 'term_id': 'HP:0001875'}]	['XL', 'X-linked']	['HP:0001417']	['Definitive', 'Moderate', 'Strong']	['Ambry Genetics', 'ClinGen', 'Labcorp Genetics (formerly Invitae)', 'Orphanet', 'PanelApp Australia']	[{'source': 'Orphanet'}, {'moi': 'XL', 'source': 'ClinGen', 'classification': 'Definitive', 'classification_scheme': 'ClinGen Gene-Disease Validity'}, {'moi': 'X-linked', 'source': 'Ambry Genetics', 'moi_curie': 'HP:0001417', 'classification': 'Moderate', 'classification_scheme': 'GenCC gene-disease validity classification'}, {'moi': 'X-linked', 'source': 'Labcorp Genetics (formerly Invitae)', 'moi_curie': 'HP:0001417', 'classification': 'Strong', 'classification_scheme': 'GenCC gene-disease validity classification'}, {'moi': 'X-linked', 'source': 'PanelApp Australia', 'moi_curie': 'HP:0001417', 'classification': 'Strong', 'classification_scheme': 'GenCC gene-disease validity classification'}]	5
46698	WDR1	ENSG00000071127	HGNC:12754	MONDO:0007883	periodic fever, immunodeficiency, and thrombocytopenia syndrome	[{'label': 'Decreased total neutrophil count', 'term_id': 'HP:0001875'}]	['Autosomal recessive']	['HP:0000007']	['Strong']	['Orphanet', 'PanelApp Australia']	[{'source': 'Orphanet'}, {'moi': 'Autosomal recessive', 'source': 'PanelApp Australia', 'moi_curie': 'HP:0000007', 'classification': 'Strong', 'classification_scheme': 'GenCC gene-disease validity classification'}]	2
